Input Sequence: [1069, 521, 1258, 555, 419], Output Word: 464
Input Sequence: [1069, 1437, 721, 633, 1521], Output Word: 182
Input Sequence: [1377, 1003, 1406, 88, 1352], Output Word: 1069
Input Sequence: [88, 1244, 1069, 1514, 1367], Output Word: 885
Input Sequence: [586, 948, 521, 721, 841], Output Word: 726
Input Sequence: [88, 162, 1069, 1279, 1107], Output Word: 1258
Input Sequence: [84, 134, 1069, 835, 1003], Output Word: 1406
Input Sequence: [1107, 52, 726, 370, 1318], Output Word: 345
Input Sequence: [648, 88, 1465, 0, 1069], Output Word: 1279
Input Sequence: [948, 835, 1453, 88, 272], Output Word: 1069
Input Sequence: [872, 96, 1021, 1338, 369], Output Word: 258
Input Sequence: [272, 833, 419, 704, 1069], Output Word: 1353
Input Sequence: [1238, 666, 586, 948, 1049], Output Word: 721
Input Sequence: [948, 571, 659, 1496, 106], Output Word: 948
Input Sequence: [1496, 106, 948, 1452, 721], Output Word: 841
Input Sequence: [1379, 1069, 20, 52, 551], Output Word: 1051
Input Sequence: [1135, 586, 1333, 721, 654], Output Word: 1401
Input Sequence: [733, 671, 733, 1283, 372], Output Word: 88
Input Sequence: [427, 1405, 52, 208, 1135], Output Word: 586
Input Sequence: [1096, 84, 884, 1438, 873], Output Word: 586
Input Sequence: [896, 721, 709, 1003, 1406], Output Word: 88
Input Sequence: [948, 1080, 1135, 586, 1333], Output Word: 52
Input Sequence: [88, 1352, 1069, 1176, 52], Output Word: 551
Input Sequence: [1059, 88, 1308, 550, 1354], Output Word: 721
Input Sequence: [5, 1069, 1155, 1453, 88], Output Word: 1431
Input Sequence: [1459, 1148, 345, 419, 419], Output Word: 498
Input Sequence: [419, 88, 5, 1069, 1155], Output Word: 1438
Input Sequence: [721, 640, 88, 224, 1069], Output Word: 948
Input Sequence: [726, 272, 1406, 948, 1080], Output Word: 1453
Input Sequence: [397, 1258, 708, 258, 678], Output Word: 696
Input Sequence: [1069, 636, 874, 1222, 88], Output Word: 1332
Input Sequence: [1069, 1279, 5, 419, 255], Output Word: 1308
Input Sequence: [258, 419, 1352, 586, 948], Output Word: 1178
Input Sequence: [721, 1071, 1258, 273, 828], Output Word: 419
Input Sequence: [238, 948, 1107, 711, 88], Output Word: 1139
Input Sequence: [1069, 346, 1513, 20, 721], Output Word: 614
Input Sequence: [419, 1016, 1405, 106, 88], Output Word: 212
Input Sequence: [88, 230, 835, 770, 654], Output Word: 1496
Input Sequence: [1406, 88, 1288, 1069, 1276], Output Word: 1135
Input Sequence: [390, 1069, 461, 52, 726], Output Word: 370
Input Sequence: [1244, 721, 143, 770, 1003], Output Word: 1406
Input Sequence: [941, 721, 841, 726, 1059], Output Word: 88
Input Sequence: [273, 1135, 586, 1333, 721], Output Word: 948
Input Sequence: [907, 1046, 1069, 948, 36], Output Word: 346
Input Sequence: [1220, 88, 375, 1069, 889], Output Word: 1135
Input Sequence: [484, 1069, 324, 52, 551], Output Word: 62
Input Sequence: [585, 1258, 626, 558, 746], Output Word: 88
Input Sequence: [1264, 893, 1368, 1258, 626], Output Word: 558
Input Sequence: [1521, 45, 1069, 850, 1258], Output Word: 1357
Input Sequence: [414, 345, 550, 370, 1111], Output Word: 1348
Input Sequence: [423, 948, 1107, 1096, 1059], Output Word: 88
Input Sequence: [1096, 948, 835, 1003, 1406], Output Word: 88
Input Sequence: [88, 1352, 1069, 709, 596], Output Word: 88
Input Sequence: [586, 948, 521, 721, 841], Output Word: 726
Input Sequence: [290, 550, 1345, 973, 408], Output Word: 1513
Input Sequence: [1143, 88, 1324, 1069, 948], Output Word: 170
Input Sequence: [1107, 1059, 88, 165, 1453], Output Word: 88
Input Sequence: [461, 1401, 1059, 88, 32], Output Word: 550
Input Sequence: [178, 1135, 586, 1333, 721], Output Word: 948
Input Sequence: [1096, 967, 273, 1258, 248], Output Word: 512
Input Sequence: [1401, 1059, 88, 1313, 1096], Output Word: 898
Input Sequence: [1096, 450, 485, 1069, 476], Output Word: 721
Input Sequence: [1113, 1003, 1406, 88, 212], Output Word: 1069
Input Sequence: [88, 612, 1069, 410, 1453], Output Word: 88
Input Sequence: [52, 654, 597, 88, 835], Output Word: 1096
Input Sequence: [1059, 88, 354, 1069, 948], Output Word: 908
Input Sequence: [1069, 1452, 1003, 1406, 88], Output Word: 212
Input Sequence: [960, 586, 1333, 721, 717], Output Word: 1376
Input Sequence: [545, 1069, 270, 721, 850], Output Word: 1003
Input Sequence: [850, 1401, 1059, 88, 203], Output Word: 550
Input Sequence: [726, 473, 80, 170, 721], Output Word: 1206
Input Sequence: [1059, 88, 684, 1096, 1399], Output Word: 325
Input Sequence: [233, 1069, 961, 721, 709], Output Word: 1111
Input Sequence: [1069, 1249, 551, 761, 88], Output Word: 779
Input Sequence: [586, 1333, 721, 948, 961], Output Word: 1401
Input Sequence: [1059, 88, 1185, 269, 586], Output Word: 345
Input Sequence: [1080, 1440, 272, 1496, 106], Output Word: 948
Input Sequence: [1059, 88, 367, 686, 586], Output Word: 170
Input Sequence: [893, 640, 1258, 1324, 258], Output Word: 179
Input Sequence: [659, 1031, 1130, 1195, 830], Output Word: 258
Input Sequence: [1428, 506, 948, 602, 1135], Output Word: 586
Input Sequence: [3, 550, 653, 948, 1107], Output Word: 1513
Input Sequence: [52, 1238, 537, 939, 106], Output Word: 948
Input Sequence: [948, 960, 721, 841, 726], Output Word: 1059
Input Sequence: [325, 1080, 666, 586, 948], Output Word: 20
Input Sequence: [52, 551, 372, 88, 1042], Output Word: 1069
Input Sequence: [1498, 88, 1282, 1069, 779], Output Word: 1302
Input Sequence: [721, 841, 726, 1059, 88], Output Word: 626
Input Sequence: [1333, 52, 654, 597, 88], Output Word: 835
Input Sequence: [721, 618, 88, 1080, 1411], Output Word: 273
Input Sequence: [1069, 723, 585, 939, 106], Output Word: 948
Input Sequence: [948, 555, 1496, 106, 948], Output Word: 270
Input Sequence: [409, 1096, 648, 88, 1465], Output Word: 0
Input Sequence: [948, 908, 1438, 624, 586], Output Word: 948
Input Sequence: [108, 1107, 1003, 1406, 88], Output Word: 1352
Input Sequence: [586, 948, 170, 555, 1513], Output Word: 961
Input Sequence: [1401, 1059, 88, 269, 550], Output Word: 1248
Input Sequence: [88, 464, 1390, 88, 309], Output Word: 1069
Input Sequence: [208, 1513, 636, 721, 841], Output Word: 726
Input Sequence: [948, 555, 1003, 1406, 170], Output Word: 361
Input Sequence: [1107, 971, 521, 258, 88], Output Word: 33
Input Sequence: [1003, 1406, 88, 484, 1069], Output Word: 1104
Input Sequence: [1352, 1472, 1096, 283, 88], Output Word: 1512
Input Sequence: [88, 1324, 1069, 1279, 432], Output Word: 1258
Input Sequence: [948, 665, 1401, 1059, 88], Output Word: 290
Input Sequence: [1239, 88, 903, 1069, 1279], Output Word: 555
Input Sequence: [726, 1059, 88, 707, 586], Output Word: 948
Input Sequence: [1069, 602, 490, 1111, 419], Output Word: 1324
Input Sequence: [397, 786, 88, 922, 1069], Output Word: 709
Input Sequence: [88, 170, 1069, 1238, 1258], Output Word: 685
Input Sequence: [1137, 666, 586, 948, 636], Output Word: 721
Input Sequence: [1452, 721, 398, 625, 1031], Output Word: 88
Input Sequence: [383, 696, 1195, 1080, 1135], Output Word: 586
Input Sequence: [721, 841, 726, 1472, 1393], Output Word: 88
Input Sequence: [246, 1148, 912, 419, 868], Output Word: 1069
Input Sequence: [270, 721, 418, 20, 586], Output Word: 898
Input Sequence: [945, 654, 1358, 238, 948], Output Word: 53
Input Sequence: [345, 971, 961, 850, 721], Output Word: 585
Input Sequence: [1059, 88, 32, 550, 1275], Output Word: 948
Input Sequence: [586, 1349, 764, 1031, 1338], Output Word: 1371
Input Sequence: [248, 1069, 585, 721, 588], Output Word: 1258
Input Sequence: [233, 1069, 961, 721, 850], Output Word: 1003
Input Sequence: [269, 73, 948, 1139, 586], Output Word: 1098
Input Sequence: [88, 907, 801, 1069, 1265], Output Word: 1015
Input Sequence: [847, 1069, 1265, 721, 1224], Output Word: 1258
Input Sequence: [512, 696, 88, 294, 1069], Output Word: 397
Input Sequence: [88, 361, 1069, 431, 1135], Output Word: 586
Input Sequence: [1069, 170, 1031, 88, 1379], Output Word: 1069
Input Sequence: [52, 88, 83, 229, 356], Output Word: 1271
Input Sequence: [1258, 555, 258, 363, 408], Output Word: 1069
Input Sequence: [1308, 1069, 170, 1135, 586], Output Word: 1333
Input Sequence: [88, 413, 1069, 1452, 1109], Output Word: 142
Input Sequence: [106, 948, 665, 721, 841], Output Word: 726
Input Sequence: [170, 721, 1206, 318, 1453], Output Word: 88
Input Sequence: [532, 1521, 88, 1431, 1069], Output Word: 1279
Input Sequence: [885, 62, 88, 561, 1521], Output Word: 484
Input Sequence: [1333, 52, 654, 372, 803], Output Word: 1069
Input Sequence: [88, 1324, 1069, 948, 170], Output Word: 1003
Input Sequence: [726, 1059, 88, 1081, 386], Output Word: 586
Input Sequence: [602, 490, 1111, 363, 860], Output Word: 1324
Input Sequence: [721, 841, 726, 1059, 88], Output Word: 12
Input Sequence: [708, 1096, 948, 812, 728], Output Word: 1496
Input Sequence: [1406, 88, 1352, 1069, 315], Output Word: 52
Input Sequence: [88, 22, 1096, 1143, 948], Output Word: 659
Input Sequence: [130, 721, 841, 948, 178], Output Word: 802
Input Sequence: [1301, 1069, 1279, 36, 779], Output Word: 721
Input Sequence: [88, 484, 1069, 1452, 52], Output Word: 551
Input Sequence: [1096, 1399, 419, 1455, 610], Output Word: 1453
Input Sequence: [545, 1111, 88, 994, 305], Output Word: 1069
Input Sequence: [191, 238, 948, 1085, 1059], Output Word: 88
Input Sequence: [1401, 1059, 88, 549, 1335], Output Word: 654
Input Sequence: [139, 1258, 1431, 727, 419], Output Word: 88
Input Sequence: [948, 22, 721, 1289, 419], Output Word: 1081
Input Sequence: [1069, 88, 244, 419, 1016], Output Word: 1405
Input Sequence: [1069, 948, 1080, 283, 726], Output Word: 907
Input Sequence: [1496, 106, 948, 476, 721], Output Word: 841
Input Sequence: [1252, 88, 1379, 1069, 1279], Output Word: 733
Input Sequence: [88, 386, 1069, 278, 885], Output Word: 841
Input Sequence: [1195, 591, 1379, 868, 1069], Output Word: 1412
Input Sequence: [1333, 52, 948, 960, 1401], Output Word: 1059
Input Sequence: [52, 726, 258, 419, 449], Output Word: 550
Input Sequence: [1096, 961, 126, 1258, 1099], Output Word: 258
Input Sequence: [990, 740, 212, 1069, 369], Output Word: 937
Input Sequence: [948, 36, 346, 1003, 1406], Output Word: 88
Input Sequence: [106, 948, 521, 721, 841], Output Word: 726
Input Sequence: [586, 1202, 345, 1258, 685], Output Word: 258
Input Sequence: [1244, 1096, 279, 1334, 682], Output Word: 819
Input Sequence: [1195, 1332, 393, 88, 1353], Output Word: 1069
Input Sequence: [95, 726, 1521, 1258, 1324], Output Word: 2
Input Sequence: [140, 654, 1367, 885, 841], Output Word: 948
Input Sequence: [419, 1324, 1069, 1265, 721], Output Word: 1224
Input Sequence: [612, 550, 999, 1111, 652], Output Word: 1003
Input Sequence: [1003, 1406, 88, 1352, 1069], Output Word: 315
Input Sequence: [248, 512, 696, 88, 644], Output Word: 1069
Input Sequence: [1348, 805, 770, 1279, 931], Output Word: 1107
Input Sequence: [1069, 709, 419, 1308, 550], Output Word: 532
Input Sequence: [602, 1461, 52, 88, 83], Output Word: 229
Input Sequence: [850, 1258, 212, 179, 1521], Output Word: 88
Input Sequence: [599, 678, 696, 88, 1103], Output Word: 1069
Input Sequence: [258, 363, 584, 586, 948], Output Word: 610
Input Sequence: [88, 679, 61, 1069, 1279], Output Word: 397
Input Sequence: [1071, 1411, 345, 1069, 657], Output Word: 258
Input Sequence: [665, 721, 822, 1003, 1406], Output Word: 88
Input Sequence: [1472, 1096, 283, 88, 779], Output Word: 1069
Input Sequence: [1258, 560, 419, 1291, 756], Output Word: 95
Input Sequence: [1379, 1069, 882, 893, 418], Output Word: 88
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 602
Input Sequence: [1425, 663, 1069, 398, 779], Output Word: 1258
Input Sequence: [1258, 1357, 1304, 599, 719], Output Word: 1386
Input Sequence: [537, 1025, 419, 1515, 1107], Output Word: 502
Input Sequence: [1455, 610, 1453, 88, 1379], Output Word: 1069
Input Sequence: [88, 1352, 1069, 461, 204], Output Word: 125
Input Sequence: [1003, 1406, 88, 248, 1069], Output Word: 476
Input Sequence: [170, 273, 1135, 586, 1333], Output Word: 721
Input Sequence: [52, 896, 1096, 545, 1003], Output Word: 1406
Input Sequence: [721, 585, 1120, 1258, 1357], Output Word: 1304
Input Sequence: [238, 948, 657, 1059, 379], Output Word: 810
Input Sequence: [568, 13, 1453, 88, 248], Output Word: 1069
Input Sequence: [419, 67, 1096, 948, 337], Output Word: 178
Input Sequence: [1333, 721, 654, 1401, 1059], Output Word: 419
Input Sequence: [588, 1258, 27, 864, 1277], Output Word: 88
Input Sequence: [586, 45, 1069, 850, 721], Output Word: 1071
Input Sequence: [1031, 88, 1107, 1069, 278], Output Word: 1510
Input Sequence: [1258, 1324, 258, 179, 106], Output Word: 88
Input Sequence: [948, 1107, 1308, 666, 586], Output Word: 948
Input Sequence: [1193, 1107, 1030, 1003, 1406], Output Word: 88
Input Sequence: [1059, 88, 510, 1420, 1069], Output Word: 948
Input Sequence: [484, 1069, 246, 1140, 88], Output Word: 212
Input Sequence: [723, 555, 1258, 555, 258], Output Word: 363
Input Sequence: [568, 345, 1513, 807, 721], Output Word: 841
Input Sequence: [1059, 88, 1308, 1069, 948], Output Word: 170
Input Sequence: [684, 1096, 1399, 325, 585], Output Word: 238
Input Sequence: [898, 88, 701, 345, 1496], Output Word: 106
Input Sequence: [666, 586, 948, 625, 721], Output Word: 841
Input Sequence: [88, 484, 1069, 324, 1498], Output Word: 1363
Input Sequence: [118, 12, 481, 948, 178], Output Word: 1135
Input Sequence: [550, 1462, 948, 413, 1003], Output Word: 1406
Input Sequence: [88, 1107, 1096, 1024, 721], Output Word: 80
Input Sequence: [585, 1390, 419, 464, 1069], Output Word: 588
Input Sequence: [419, 605, 1069, 398, 779], Output Word: 1135
Input Sequence: [521, 721, 841, 726, 1059], Output Word: 88
Input Sequence: [1059, 419, 449, 550, 1253], Output Word: 1098
Input Sequence: [88, 548, 1069, 1195, 139], Output Word: 721
Input Sequence: [246, 200, 419, 222, 917], Output Word: 1521
Input Sequence: [721, 841, 726, 1059, 88], Output Word: 303
Input Sequence: [779, 1003, 1406, 88, 524], Output Word: 1069
Input Sequence: [779, 1096, 190, 291, 273], Output Word: 1367
Input Sequence: [673, 1069, 645, 1111, 432], Output Word: 1069
Input Sequence: [1157, 554, 88, 1139, 52], Output Word: 88
Input Sequence: [1069, 88, 1013, 721, 841], Output Word: 726
Input Sequence: [721, 1170, 1031, 88, 272], Output Word: 1069
Input Sequence: [1069, 709, 250, 612, 550], Output Word: 545
Input Sequence: [779, 1135, 586, 948, 1237], Output Word: 52
Input Sequence: [88, 361, 1069, 476, 971], Output Word: 88
Input Sequence: [726, 1059, 88, 398, 686], Output Word: 586
Input Sequence: [1069, 779, 721, 398, 178], Output Word: 1003
Input Sequence: [1216, 1069, 366, 961, 1258], Output Word: 1099
Input Sequence: [345, 52, 551, 1029, 261], Output Word: 88
Input Sequence: [643, 721, 723, 708, 1258], Output Word: 707
Input Sequence: [278, 885, 62, 419, 84], Output Word: 212
Input Sequence: [948, 570, 721, 841, 726], Output Word: 1059
Input Sequence: [1411, 98, 654, 1159, 120], Output Word: 419
Input Sequence: [88, 1431, 1069, 1265, 841], Output Word: 948
Input Sequence: [1107, 1069, 1050, 1135, 586], Output Word: 1333
Input Sequence: [1099, 854, 1521, 88, 1164], Output Word: 1069
Input Sequence: [388, 106, 88, 212, 1069], Output Word: 659
Input Sequence: [1249, 721, 841, 667, 1059], Output Word: 88
Input Sequence: [521, 971, 1195, 1124, 258], Output Word: 419
Input Sequence: [885, 1457, 948, 1139, 1367], Output Word: 885
Input Sequence: [88, 4, 548, 1069, 948], Output Word: 178
Input Sequence: [709, 1258, 685, 419, 1221], Output Word: 1111
Input Sequence: [1107, 1513, 1071, 52, 726], Output Word: 258
Input Sequence: [948, 178, 106, 88, 1417], Output Word: 1453
Input Sequence: [1258, 1379, 637, 88, 805], Output Word: 794
Input Sequence: [419, 1204, 721, 723, 555], Output Word: 1258
Input Sequence: [550, 653, 948, 1107, 1513], Output Word: 709
Input Sequence: [258, 419, 67, 1096, 948], Output Word: 325
Input Sequence: [1415, 554, 88, 1139, 52], Output Word: 419
Input Sequence: [1104, 419, 1394, 506, 88], Output Word: 1476
Input Sequence: [88, 46, 1069, 1435, 103], Output Word: 88
Input Sequence: [88, 1124, 1069, 461, 721], Output Word: 1413
Input Sequence: [948, 779, 1513, 1160, 52], Output Word: 726
Input Sequence: [904, 696, 88, 46, 1069], Output Word: 1435
Input Sequence: [1069, 1071, 1438, 960, 586], Output Word: 948
Input Sequence: [419, 868, 1069, 88, 994], Output Word: 170
Input Sequence: [272, 1096, 88, 1308, 1069], Output Word: 476
Input Sequence: [770, 1258, 272, 833, 419], Output Word: 1162
Input Sequence: [212, 1069, 268, 1498, 88], Output Word: 1332
Input Sequence: [1084, 88, 1352, 1069, 948], Output Word: 315
Input Sequence: [1090, 1003, 1406, 88, 1352], Output Word: 1069
Input Sequence: [1500, 1412, 229, 559, 25], Output Word: 1096
Input Sequence: [1059, 88, 684, 1399, 1100], Output Word: 1096
Input Sequence: [88, 1179, 838, 1069, 1279], Output Word: 1080
Input Sequence: [948, 270, 721, 418, 819], Output Word: 586
Input Sequence: [726, 1059, 88, 398, 548], Output Word: 1069
Input Sequence: [1406, 88, 1088, 1069, 1285], Output Word: 1258
Input Sequence: [971, 625, 721, 1404, 1143], Output Word: 659
Input Sequence: [410, 1143, 948, 1377, 1003], Output Word: 1406
Input Sequence: [139, 1513, 324, 52, 726], Output Word: 729
Input Sequence: [1512, 441, 889, 1258, 361], Output Word: 1120
Input Sequence: [841, 726, 1059, 88, 290], Output Word: 550
Input Sequence: [948, 907, 346, 1003, 1406], Output Word: 88
Input Sequence: [752, 1411, 1124, 6, 586], Output Word: 624
Input Sequence: [657, 258, 419, 100, 1069], Output Word: 709
Input Sequence: [1069, 585, 1390, 419, 464], Output Word: 1069
Input Sequence: [961, 258, 419, 1017, 1096], Output Word: 88
Input Sequence: [88, 226, 1489, 1318, 1111], Output Word: 1326
Input Sequence: [258, 419, 452, 52, 88], Output Word: 1080
Input Sequence: [88, 942, 238, 948, 521], Output Word: 1059
Input Sequence: [1059, 419, 449, 1069, 269], Output Word: 52
Input Sequence: [726, 419, 88, 626, 1185], Output Word: 610
Input Sequence: [654, 1159, 120, 419, 413], Output Word: 550
Input Sequence: [721, 947, 948, 330, 106], Output Word: 88
Input Sequence: [1080, 1367, 885, 841, 948], Output Word: 139
Input Sequence: [88, 212, 1069, 602, 1498], Output Word: 1148
Input Sequence: [987, 726, 571, 922, 1453], Output Word: 88
Input Sequence: [1258, 1357, 1304, 419, 893], Output Word: 640
Input Sequence: [419, 236, 1207, 726, 473], Output Word: 547
Input Sequence: [614, 419, 679, 248, 1031], Output Word: 1130
Input Sequence: [88, 1068, 1308, 550, 532], Output Word: 770
Input Sequence: [88, 1139, 1453, 88, 835], Output Word: 1069
Input Sequence: [948, 1107, 1059, 740, 1096], Output Word: 88
Input Sequence: [609, 1069, 948, 1080, 1003], Output Word: 1406
Input Sequence: [1244, 1338, 369, 258, 419], Output Word: 1348
Input Sequence: [1107, 1030, 1258, 626, 558], Output Word: 409
Input Sequence: [874, 1222, 88, 1332, 1069], Output Word: 1327
Input Sequence: [1244, 258, 603, 586, 88], Output Word: 1046
Input Sequence: [88, 1139, 1003, 1406, 88], Output Word: 1308
Input Sequence: [1069, 1279, 719, 1156, 841], Output Word: 726
Input Sequence: [939, 106, 948, 521, 721], Output Word: 841
Input Sequence: [1135, 586, 1333, 52, 654], Output Word: 372
Input Sequence: [1069, 948, 1211, 1453, 88], Output Word: 390
Input Sequence: [721, 1059, 419, 1081, 449], Output Word: 331
Input Sequence: [682, 819, 1338, 1353, 258], Output Word: 726
Input Sequence: [170, 308, 939, 106, 948], Output Word: 476
Input Sequence: [386, 1069, 278, 885, 841], Output Word: 461
Input Sequence: [497, 1258, 708, 258, 678], Output Word: 696
Input Sequence: [67, 1096, 948, 325, 346], Output Word: 1003
Input Sequence: [88, 1332, 1069, 807, 1143], Output Word: 948
Input Sequence: [1258, 166, 372, 430, 586], Output Word: 88
Input Sequence: [88, 1080, 1513, 779, 721], Output Word: 841
Input Sequence: [586, 772, 1069, 522, 939], Output Word: 106
Input Sequence: [258, 88, 275, 550, 786], Output Word: 586
Input Sequence: [1333, 52, 948, 313, 1401], Output Word: 1059
Input Sequence: [1149, 88, 1444, 1069, 1512], Output Word: 441
Input Sequence: [1069, 537, 841, 324, 1059], Output Word: 88
Input Sequence: [88, 1405, 1069, 419, 1273], Output Word: 63
Input Sequence: [272, 1069, 170, 1003, 1406], Output Word: 88
Input Sequence: [1107, 1411, 639, 927, 258], Output Word: 419
Input Sequence: [258, 763, 586, 88, 1082], Output Word: 345
Input Sequence: [1071, 1513, 709, 721, 841], Output Word: 726
Input Sequence: [52, 726, 258, 88, 1151], Output Word: 69
Input Sequence: [1406, 88, 212, 1069, 1452], Output Word: 1140
Input Sequence: [419, 1348, 1338, 1371, 455], Output Word: 1096
Input Sequence: [264, 88, 1510, 1189, 376], Output Word: 89
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 779
Input Sequence: [88, 799, 838, 1069, 973], Output Word: 246
Input Sequence: [1258, 1099, 854, 1521, 88], Output Word: 1164
Input Sequence: [1498, 850, 1059, 948, 330], Output Word: 1003
Input Sequence: [1126, 1069, 1279, 562, 470], Output Word: 894
Input Sequence: [721, 431, 1031, 88, 619], Output Word: 1069
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 270
